Provinsi,Tahun,Jenis_Tanaman,Produksi,Curah_Hujan_mm,Hari_Hujan,Suhu_Rata_C,Tekanan_Udara_mb,Penyinaran_Matahari_pct
JAWA TENGAH,2002,Ubi_Jalar,126890.0,2173.8,39.9,29.53,1009.81,54.1
JAWA TENGAH,2002,Ubi_Kayu,3097777.0,2173.8,39.9,29.53,1009.81,54.1
JAWA TENGAH,2003,Jagung,1926243.0,2473.6,39.9,30.15,1009.81,54.1
JAWA TENGAH,2003,Kacang_Hijau,91553.0,2473.6,39.9,30.15,1009.81,54.1
JAWA TENGAH,2003,Kacang_Tanah,174332.0,2473.6,39.9,30.15,1009.81,54.1
JAWA TENGAH,2003,Kedelai,142315.0,2473.6,39.9,30.15,1009.81,54.1
JAWA TENGAH,2003,Padi,8123839.0,2473.6,39.9,30.15,1009.81,54.1
JAWA TENGAH,2003,Ubi_Jalar,139486.0,2473.6,39.9,30.15,1009.81,54.1
JAWA TENGAH,2003,Ubi_Kayu,3469795.0,2473.6,39.9,30.15,1009.81,54.1
JAWA TENGAH,2004,Jagung,1836233.0,1802.85,39.9,29.24,1009.81,54.1
JAWA TENGAH,2004,Kacang_Hijau,2602.0,1802.85,39.9,29.24,1009.81,54.1
JAWA TENGAH,2004,Kacang_Tanah,184316.0,1802.85,39.9,29.24,1009.81,54.1
JAWA TENGAH,2004,Kedelai,113852.0,1802.85,39.9,29.24,1009.81,54.1
JAWA TENGAH,2004,Padi,8512555.0,1802.85,39.9,29.24,1009.81,54.1
JAWA TENGAH,2004,Ubi_Jalar,144076.0,1802.85,39.9,29.24,1009.81,54.1
JAWA TENGAH,2004,Ubi_Kayu,3663236.0,1802.85,39.9,29.24,1009.81,54.1
JAWA TENGAH,2005,Jagung,2191258.0,1132.1,39.9,27.9,1010.9,54.1
JAWA TENGAH,2005,Kacang_Hijau,85192.0,1132.1,39.9,27.9,1010.9,54.1
JAWA TENGAH,2005,Kacang_Tanah,185797.0,1132.1,39.9,27.9,1010.9,54.1
JAWA TENGAH,2005,Kedelai,167107.0,1132.1,39.9,27.9,1010.9,54.1
JAWA TENGAH,2005,Padi,8424096.0,1132.1,39.9,27.9,1010.9,54.1
JAWA TENGAH,2005,Ubi_Jalar,144598.0,1132.1,39.9,27.9,1010.9,54.1
JAWA TENGAH,2005,Ubi_Kayu,3478970.0,1132.1,39.9,27.9,1010.9,54.1
JAWA TENGAH,2006,Jagung,1856023.0,1142.0,39.9,27.2,1010.3,54.1
JAWA TENGAH,2006,Kacang_Hijau,96347.0,1142.0,39.9,27.2,1010.3,54.1
JAWA TENGAH,2006,Kacang_Tanah,179067.0,1142.0,39.9,27.2,1010.3,54.1
JAWA TENGAH,2006,Kedelai,132261.0,1142.0,39.9,27.2,1010.3,54.1
JAWA TENGAH,2006,Padi,8729291.0,1142.0,39.9,27.2,1010.3,54.1
JAWA TENGAH,2006,Ubi_Jalar,123485.0,1142.0,39.9,27.2,1010.3,54.1
JAWA TENGAH,2006,Ubi_Kayu,3553820.0,1142.0,39.9,27.2,1010.3,54.1
JAWA TENGAH,2007,Jagung,2233992.0,1868.0,156.0,27.9,1010.2,67.8
JAWA TENGAH,2007,Kacang_Hijau,97163.0,1868.0,156.0,27.9,1010.2,67.8
JAWA TENGAH,2007,Kacang_Tanah,174438.0,1868.0,156.0,27.9,1010.2,67.8
JAWA TENGAH,2007,Kedelai,123209.0,1868.0,156.0,27.9,1010.2,67.8
JAWA TENGAH,2007,Padi,8616855.0,1868.0,156.0,27.9,1010.2,67.8
JAWA TENGAH,2007,Ubi_Jalar,143364.0,1868.0,156.0,27.9,1010.2,67.8
JAWA TENGAH,2007,Ubi_Kayu,3410469.0,1868.0,156.0,27.9,1010.2,67.8
JAWA TENGAH,2008,Jagung,2679914.0,2690.3,186.0,27.4,1010.0,58.8
JAWA TENGAH,2008,Kacang_Hijau,90480.0,2690.3,186.0,27.4,1010.0,58.8
JAWA TENGAH,2008,Kacang_Tanah,171385.0,2690.3,186.0,27.4,1010.0,58.8
JAWA TENGAH,2008,Kedelai,167345.0,2690.3,186.0,27.4,1010.0,58.8
JAWA TENGAH,2008,Padi,9136405.0,2690.3,186.0,27.4,1010.0,58.8
JAWA TENGAH,2008,Ubi_Jalar,117159.0,2690.3,186.0,27.4,1010.0,58.8
JAWA TENGAH,2008,Ubi_Kayu,3325099.0,2690.3,186.0,27.4,1010.0,58.8
JAWA TENGAH,2009,Jagung,3057845.0,2807.0,169.0,27.9,1010.3,57.7
JAWA TENGAH,2009,Kacang_Hijau,104352.0,2807.0,169.0,27.9,1010.3,57.7
JAWA TENGAH,2009,Kacang_Tanah,162430.0,2807.0,169.0,27.9,1010.3,57.7
JAWA TENGAH,2009,Kedelai,175156.0,2807.0,169.0,27.9,1010.3,57.7
JAWA TENGAH,2009,Padi,9600415.0,2807.0,169.0,27.9,1010.3,57.7
JAWA TENGAH,2009,Ubi_Jalar,147083.0,2807.0,169.0,27.9,1010.3,57.7
JAWA TENGAH,2009,Ubi_Kayu,3676809.0,2807.0,169.0,27.9,1010.3,57.7
JAWA TENGAH,2010,Jagung,3058710.0,3228.0,219.0,27.9,1009.7,47.0
JAWA TENGAH,2010,Kacang_Hijau,77803.0,3228.0,219.0,27.9,1009.7,47.0
JAWA TENGAH,2010,Kacang_Tanah,161222.0,3228.0,219.0,27.9,1009.7,47.0
JAWA TENGAH,2010,Kedelai,187992.0,3228.0,219.0,27.9,1009.7,47.0
JAWA TENGAH,2010,Padi,10110830.0,3228.0,219.0,27.9,1009.7,47.0
JAWA TENGAH,2010,Ubi_Jalar,137723.0,3228.0,219.0,27.9,1009.7,47.0
JAWA TENGAH,2010,Ubi_Kayu,3876242.0,3228.0,219.0,27.9,1009.7,47.0
JAWA TENGAH,2011,Jagung,2772575.0,1879.0,174.0,27.7,1009.6,67.5
JAWA TENGAH,2011,Kacang_Hijau,116518.0,1879.0,174.0,27.7,1009.6,67.5
JAWA TENGAH,2011,Kacang_Tanah,122306.0,1879.0,174.0,27.7,1009.6,67.5
JAWA TENGAH,2011,Kedelai,112273.0,1879.0,174.0,27.7,1009.6,67.5
JAWA TENGAH,2011,Padi,9391959.0,1879.0,174.0,27.7,1009.6,67.5
JAWA TENGAH,2011,Ubi_Jalar,157972.0,1879.0,174.0,27.7,1009.6,67.5
JAWA TENGAH,2011,Ubi_Kayu,3501458.0,1879.0,174.0,27.7,1009.6,67.5
JAWA TENGAH,2012,Jagung,3041630.0,2248.0,164.0,28.0,1009.6,67.5
JAWA TENGAH,2012,Kacang_Hijau,111495.0,2248.0,164.0,28.0,1009.6,67.5
JAWA TENGAH,2012,Kacang_Tanah,143687.0,2248.0,164.0,28.0,1009.6,67.5
JAWA TENGAH,2012,Kedelai,152416.0,2248.0,164.0,28.0,1009.6,67.5
JAWA TENGAH,2012,Padi,10232934.0,2248.0,164.0,28.0,1009.6,67.5
JAWA TENGAH,2012,Ubi_Jalar,166978.0,2248.0,164.0,28.0,1009.6,67.5
JAWA TENGAH,2012,Ubi_Kayu,3848462.0,2248.0,164.0,28.0,1009.6,67.5
JAWA TENGAH,2013,Jagung,2930911.0,2628.0,187.0,28.0,1010.02,68.5
JAWA TENGAH,2013,Kacang_Hijau,64277.0,2628.0,187.0,28.0,1010.02,68.5
JAWA TENGAH,2013,Kacang_Tanah,128030.0,2628.0,187.0,28.0,1010.02,68.5
JAWA TENGAH,2013,Kedelai,99318.0,2628.0,187.0,28.0,1010.02,68.5
JAWA TENGAH,2013,Padi,10344816.0,2628.0,187.0,28.0,1010.02,68.5
JAWA TENGAH,2013,Ubi_Jalar,183694.0,2628.0,187.0,28.0,1010.02,68.5
JAWA TENGAH,2013,Ubi_Kayu,4089635.0,2628.0,187.0,28.0,1010.02,68.5
JAWA TENGAH,2014,Jagung,3071651.0,2628.0,187.0,28.0,1010.9,68.0
JAWA TENGAH,2014,Kacang_Hijau,81634.0,2628.0,187.0,28.0,1010.9,68.0
JAWA TENGAH,2014,Kacang_Tanah,118617.0,2628.0,187.0,28.0,1010.9,68.0
JAWA TENGAH,2014,Kedelai,114556.0,2628.0,187.0,28.0,1010.9,68.0
JAWA TENGAH,2014,Padi,10823119.0,2628.0,187.0,28.0,1010.9,68.0
JAWA TENGAH,2014,Ubi_Jalar,167503.0,2628.0,187.0,28.0,1010.9,68.0
JAWA TENGAH,2014,Ubi_Kayu,3830614.0,2628.0,187.0,28.0,1010.9,68.0
JAWA TENGAH,2015,Jagung,3212391.0,1620.7,140.0,28.5,1011.9,85.05
JAWA TENGAH,2015,Kacang_Hijau,98992.0,1620.7,140.0,28.5,1011.9,85.05
JAWA TENGAH,2015,Kacang_Tanah,109204.0,1620.7,140.0,28.5,1011.9,85.05
JAWA TENGAH,2015,Kedelai,129794.0,1620.7,140.0,28.5,1011.9,85.05
JAWA TENGAH,2015,Padi,11301422.0,1620.7,140.0,28.5,1011.9,85.05
JAWA TENGAH,2015,Ubi_Jalar,151312.0,1620.7,140.0,28.5,1011.9,85.05
JAWA TENGAH,2015,Ubi_Kayu,3571594.0,1620.7,140.0,28.5,1011.9,85.05
JAWA TIMUR,2000,Jagung,3487735.0,848.0,70.0,27.06,1009.5,80.5
JAWA TIMUR,2000,Kacang_Hijau,81321.0,848.0,70.0,27.06,1009.5,80.5
JAWA TIMUR,2000,Kacang_Tanah,180252.0,848.0,70.0,27.06,1009.5,80.5
JAWA TIMUR,2000,Kedelai,385212.0,848.0,70.0,27.06,1009.5,80.5
JAWA TIMUR,2000,Padi,9224353.0,848.0,70.0,27.06,1009.5,80.5
JAWA TIMUR,2000,Ubi_Jalar,193571.0,848.0,70.0,27.06,1009.5,80.5
JAWA TIMUR,2000,Ubi_Kayu,3622445.0,848.0,70.0,27.06,1009.5,80.5
JAWA TIMUR,2001,Jagung,3529968.0,2478.9,70.0,28.75,1009.5,80.5
JAWA TIMUR,2001,Kacang_Hijau,86747.0,2478.9,70.0,28.75,1009.5,80.5
JAWA TIMUR,2001,Kacang_Tanah,176889.0,2478.9,70.0,28.75,1009.5,80.5
JAWA TIMUR,2001,Kedelai,349188.0,2478.9,70.0,28.75,1009.5,80.5
JAWA TIMUR,2001,Padi,8672791.0,2478.9,70.0,28.75,1009.5,80.5
JAWA TIMUR,2001,Ubi_Jalar,189666.0,2478.9,70.0,28.75,1009.5,80.5
JAWA TIMUR,2001,Ubi_Kayu,4016330.0,2478.9,70.0,28.75,1009.5,80.5
JAWA TIMUR,2002,Jagung,3692146.0,1463.6,70.0,29.06,1009.5,80.5
JAWA TIMUR,2002,Kacang_Hijau,77021.0,1463.6,70.0,29.06,1009.5,80.5
JAWA TIMUR,2002,Kacang_Tanah,188001.0,1463.6,70.0,29.06,1009.5,80.5
JAWA TIMUR,2002,Kedelai,300184.0,1463.6,70.0,29.06,1009.5,80.5
JAWA TIMUR,2002,Padi,8803878.0,1463.6,70.0,29.06,1009.5,80.5
JAWA TIMUR,2002,Ubi_Jalar,168776.0,1463.6,70.0,29.06,1009.5,80.5
JAWA TIMUR,2002,Ubi_Kayu,3919854.0,1463.6,70.0,29.06,1009.5,80.5
JAWA TIMUR,2003,Jagung,4181550.0,2160.6,70.0,30.15,1009.5,80.5
JAWA TIMUR,2003,Kacang_Hijau,95709.0,2160.6,70.0,30.15,1009.5,80.5
JAWA TIMUR,2003,Kacang_Tanah,194676.0,2160.6,70.0,30.15,1009.5,80.5
JAWA TIMUR,2003,Kedelai,287205.0,2160.6,70.0,30.15,1009.5,80.5
JAWA TIMUR,2003,Padi,8914995.0,2160.6,70.0,30.15,1009.5,80.5
JAWA TIMUR,2003,Ubi_Jalar,167611.0,2160.6,70.0,30.15,1009.5,80.5
JAWA TIMUR,2003,Ubi_Kayu,3786882.0,2160.6,70.0,30.15,1009.5,80.5
JAWA TIMUR,2004,Jagung,4133762.0,1589.13,70.0,30.15,1009.5,80.5
JAWA TIMUR,2004,Kacang_Hijau,83245.0,1589.13,70.0,30.15,1009.5,80.5
JAWA TIMUR,2004,Kacang_Tanah,212325.0,1589.13,70.0,30.15,1009.5,80.5
JAWA TIMUR,2004,Kedelai,318929.0,1589.13,70.0,30.15,1009.5,80.5
JAWA TIMUR,2004,Padi,9002025.0,1589.13,70.0,30.15,1009.5,80.5
JAWA TIMUR,2004,Ubi_Jalar,165039.0,1589.13,70.0,30.15,1009.5,80.5
JAWA TIMUR,2004,Ubi_Kayu,3963478.0,1589.13,70.0,30.15,1009.5,80.5
JAWA TIMUR,2005,Jagung,4398502.0,1017.67,70.0,29.48,1011.8,80.5
JAWA TIMUR,2005,Kacang_Hijau,95527.0,1017.67,70.0,29.48,1011.8,80.5
JAWA TIMUR,2005,Kacang_Tanah,208749.0,1017.67,70.0,29.48,1011.8,80.5
JAWA TIMUR,2005,Kedelai,335106.0,1017.67,70.0,29.48,1011.8,80.5
JAWA TIMUR,2005,Padi,9007265.0,1017.67,70.0,29.48,1011.8,80.5
JAWA TIMUR,2005,Ubi_Jalar,150564.0,1017.67,70.0,29.48,1011.8,80.5
JAWA TIMUR,2005,Ubi_Kayu,4023614.0,1017.67,70.0,29.48,1011.8,80.5
JAWA TIMUR,2006,Jagung,4011182.0,446.2,70.0,28.68,1011.1,80.5
JAWA TIMUR,2006,Kacang_Hijau,77166.0,446.2,70.0,28.68,1011.1,80.5
JAWA TIMUR,2006,Kacang_Tanah,218910.0,446.2,70.0,28.68,1011.1,80.5
JAWA TIMUR,2006,Kedelai,320205.0,446.2,70.0,28.68,1011.1,80.5
JAWA TIMUR,2006,Padi,9346947.0,446.2,70.0,28.68,1011.1,80.5
JAWA TIMUR,2006,Ubi_Jalar,150540.0,446.2,70.0,28.68,1011.1,80.5
JAWA TIMUR,2006,Ubi_Kayu,3680567.0,446.2,70.0,28.68,1011.1,80.5
JAWA TIMUR,2007,Jagung,4252182.0,1515.2,141.0,29.1,1009.9,73.8
JAWA TIMUR,2007,Kacang_Hijau,80241.0,1515.2,141.0,29.1,1009.9,73.8
JAWA TIMUR,2007,Kacang_Tanah,196886.0,1515.2,141.0,29.1,1009.9,73.8
JAWA TIMUR,2007,Kedelai,252027.0,1515.2,141.0,29.1,1009.9,73.8
JAWA TIMUR,2007,Padi,9402029.0,1515.2,141.0,29.1,1009.9,73.8
JAWA TIMUR,2007,Ubi_Jalar,149811.0,1515.2,141.0,29.1,1009.9,73.8
JAWA TIMUR,2007,Ubi_Kayu,3423630.0,1515.2,141.0,29.1,1009.9,73.8
JAWA TIMUR,2008,Jagung,5053107.0,1502.9,147.67,28.0,1010.2,70.2
JAWA TIMUR,2008,Kacang_Hijau,72126.0,1502.9,147.67,28.0,1010.2,70.2
JAWA TIMUR,2008,Kacang_Tanah,202345.0,1502.9,147.67,28.0,1010.2,70.2
JAWA TIMUR,2008,Kedelai,277281.0,1502.9,147.67,28.0,1010.2,70.2
JAWA TIMUR,2008,Padi,10474773.0,1502.9,147.67,28.0,1010.2,70.2
JAWA TIMUR,2008,Ubi_Jalar,136556.0,1502.9,147.67,28.0,1010.2,70.2
JAWA TIMUR,2008,Ubi_Kayu,3533772.0,1502.9,147.67,28.0,1010.2,70.2
JAWA TIMUR,2009,Jagung,5266720.0,1987.0,154.33,28.2,1010.6,68.4
JAWA TIMUR,2009,Kacang_Hijau,83629.0,1987.0,154.33,28.2,1010.6,68.4
JAWA TIMUR,2009,Kacang_Tanah,216474.0,1987.0,154.33,28.2,1010.6,68.4
JAWA TIMUR,2009,Kedelai,355260.0,1987.0,154.33,28.2,1010.6,68.4
JAWA TIMUR,2009,Padi,11259085.0,1987.0,154.33,28.2,1010.6,68.4
JAWA TIMUR,2009,Ubi_Jalar,162607.0,1987.0,154.33,28.2,1010.6,68.4
JAWA TIMUR,2009,Ubi_Kayu,3222637.0,1987.0,154.33,28.2,1010.6,68.4
JAWA TIMUR,2010,Jagung,5587318.0,1888.5,161.0,28.13,1010.35,68.75
JAWA TIMUR,2010,Kacang_Hijau,79878.0,1888.5,161.0,28.13,1010.35,68.75
JAWA TIMUR,2010,Kacang_Tanah,207796.0,1888.5,161.0,28.13,1010.35,68.75
JAWA TIMUR,2010,Kedelai,339491.0,1888.5,161.0,28.13,1010.35,68.75
JAWA TIMUR,2010,Padi,11643773.0,1888.5,161.0,28.13,1010.35,68.75
JAWA TIMUR,2010,Ubi_Jalar,141103.0,1888.5,161.0,28.13,1010.35,68.75
JAWA TIMUR,2010,Ubi_Kayu,3667058.0,1888.5,161.0,28.13,1010.35,68.75
JAWA TIMUR,2011,Jagung,5443705.0,1790.0,167.67,28.07,1010.1,69.1
JAWA TIMUR,2011,Kacang_Hijau,80329.0,1790.0,167.67,28.07,1010.1,69.1
JAWA TIMUR,2011,Kacang_Tanah,211416.0,1790.0,167.67,28.07,1010.1,69.1
JAWA TIMUR,2011,Kedelai,366999.0,1790.0,167.67,28.07,1010.1,69.1
JAWA TIMUR,2011,Padi,10576543.0,1790.0,167.67,28.07,1010.1,69.1
JAWA TIMUR,2011,Ubi_Jalar,217545.0,1790.0,167.67,28.07,1010.1,69.1
JAWA TIMUR,2011,Ubi_Kayu,4032081.0,1790.0,167.67,28.07,1010.1,69.1
JAWA TIMUR,2012,Jagung,6295301.0,1389.0,174.33,28.0,1010.0,75.0
JAWA TIMUR,2012,Kacang_Hijau,66778.0,1389.0,174.33,28.0,1010.0,75.0
JAWA TIMUR,2012,Kacang_Tanah,213792.0,1389.0,174.33,28.0,1010.0,75.0
JAWA TIMUR,2012,Kedelai,361986.0,1389.0,174.33,28.0,1010.0,75.0
JAWA TIMUR,2012,Padi,12198707.0,1389.0,174.33,28.0,1010.0,75.0
JAWA TIMUR,2012,Ubi_Jalar,411957.0,1389.0,174.33,28.0,1010.0,75.0
JAWA TIMUR,2012,Ubi_Kayu,4246028.0,1389.0,174.33,28.0,1010.0,75.0
JAWA TIMUR,2013,Jagung,5760959.0,2270.0,181.0,27.9,1008.01,61.92
JAWA TIMUR,2013,Kacang_Hijau,57686.0,2270.0,181.0,27.9,1008.01,61.92
JAWA TIMUR,2013,Kacang_Tanah,207971.0,2270.0,181.0,27.9,1008.01,61.92
JAWA TIMUR,2013,Kedelai,329461.0,2270.0,181.0,27.9,1008.01,61.92
JAWA TIMUR,2013,Padi,12049342.0,2270.0,181.0,27.9,1008.01,61.92
JAWA TIMUR,2013,Ubi_Jalar,393199.0,2270.0,181.0,27.9,1008.01,61.92
JAWA TIMUR,2013,Ubi_Kayu,3601074.0,2270.0,181.0,27.9,1008.01,61.92
JAWA TIMUR,2014,Jagung,5946061.0,1980.2,154.0,28.0,1011.0,71.1
JAWA TIMUR,2014,Kacang_Hijau,62754.0,1980.2,154.0,28.0,1011.0,71.1
JAWA TIMUR,2014,Kacang_Tanah,199775.0,1980.2,154.0,28.0,1011.0,71.1
JAWA TIMUR,2014,Kedelai,337230.0,1980.2,154.0,28.0,1011.0,71.1
JAWA TIMUR,2014,Padi,12602154.0,1980.2,154.0,28.0,1011.0,71.1
JAWA TIMUR,2014,Ubi_Jalar,371858.0,1980.2,154.0,28.0,1011.0,71.1
JAWA TIMUR,2014,Ubi_Kayu,3381324.0,1980.2,154.0,28.0,1011.0,71.1
JAWA TIMUR,2015,Jagung,6131163.0,2024.7,133.0,28.0,1011.8,80.12
JAWA TIMUR,2015,Kacang_Hijau,67821.0,2024.7,133.0,28.0,1011.8,80.12
JAWA TIMUR,2015,Kacang_Tanah,191579.0,2024.7,133.0,28.0,1011.8,80.12
JAWA TIMUR,2015,Kedelai,344998.0,2024.7,133.0,28.0,1011.8,80.12
JAWA TIMUR,2015,Padi,13154967.0,2024.7,133.0,28.0,1011.8,80.12
JAWA TIMUR,2015,Ubi_Jalar,350516.0,2024.7,133.0,28.0,1011.8,80.12
JAWA TIMUR,2015,Ubi_Kayu,3161573.0,2024.7,133.0,28.0,1011.8,80.12
KALIMANTAN BARAT,2000,Jagung,31631.0,2099.8,93.0,28.7,1010.46,60.1
KALIMANTAN BARAT,2000,Kacang_Hijau,649.0,2099.8,93.0,28.7,1010.46,60.1
KALIMANTAN BARAT,2000,Kacang_Tanah,1923.0,2099.8,93.0,28.7,1010.46,60.1
KALIMANTAN BARAT,2000,Kedelai,2342.0,2099.8,93.0,28.7,1010.46,60.1
KALIMANTAN BARAT,2000,Padi,903191.0,2099.8,93.0,28.7,1010.46,60.1
KALIMANTAN BARAT,2000,Ubi_Jalar,16676.0,2099.8,93.0,28.7,1010.46,60.1
KALIMANTAN BARAT,2000,Ubi_Kayu,176100.0,2099.8,93.0,28.7,1010.46,60.1
KALIMANTAN BARAT,2001,Jagung,35500.0,2975.0,93.0,27.95,1010.46,60.1
KALIMANTAN BARAT,2001,Kacang_Hijau,959.0,2975.0,93.0,27.95,1010.46,60.1
KALIMANTAN BARAT,2001,Kacang_Tanah,1433.0,2975.0,93.0,27.95,1010.46,60.1
KALIMANTAN BARAT,2001,Kedelai,1920.0,2975.0,93.0,27.95,1010.46,60.1
KALIMANTAN BARAT,2001,Padi,941630.0,2975.0,93.0,27.95,1010.46,60.1
KALIMANTAN BARAT,2001,Ubi_Jalar,14609.0,2975.0,93.0,27.95,1010.46,60.1
KALIMANTAN BARAT,2001,Ubi_Kayu,167434.0,2975.0,93.0,27.95,1010.46,60.1
KALIMANTAN BARAT,2002,Jagung,46813.0,2743.3,93.0,28.03,1010.46,60.1
KALIMANTAN BARAT,2002,Kacang_Hijau,1310.0,2743.3,93.0,28.03,1010.46,60.1
KALIMANTAN BARAT,2002,Kacang_Tanah,2385.0,2743.3,93.0,28.03,1010.46,60.1
KALIMANTAN BARAT,2002,Kedelai,1823.0,2743.3,93.0,28.03,1010.46,60.1
KALIMANTAN BARAT,2002,Padi,985489.0,2743.3,93.0,28.03,1010.46,60.1
KALIMANTAN BARAT,2002,Ubi_Jalar,14953.0,2743.3,93.0,28.03,1010.46,60.1
KALIMANTAN BARAT,2002,Ubi_Kayu,201741.0,2743.3,93.0,28.03,1010.46,60.1
KALIMANTAN BARAT,2003,Jagung,84581.0,3160.6,93.0,28.56,1010.46,60.1
KALIMANTAN BARAT,2003,Kacang_Hijau,997.0,3160.6,93.0,28.56,1010.46,60.1
KALIMANTAN BARAT,2003,Kacang_Tanah,1854.0,3160.6,93.0,28.56,1010.46,60.1
KALIMANTAN BARAT,2003,Kedelai,1144.0,3160.6,93.0,28.56,1010.46,60.1
KALIMANTAN BARAT,2003,Padi,1027122.0,3160.6,93.0,28.56,1010.46,60.1
KALIMANTAN BARAT,2003,Ubi_Jalar,15622.0,3160.6,93.0,28.56,1010.46,60.1
KALIMANTAN BARAT,2003,Ubi_Kayu,233340.0,3160.6,93.0,28.56,1010.46,60.1
KALIMANTAN BARAT,2004,Jagung,102555.0,2974.15,93.0,28.4,1010.46,60.1
KALIMANTAN BARAT,2004,Kacang_Hijau,1336.0,2974.15,93.0,28.4,1010.46,60.1
KALIMANTAN BARAT,2004,Kacang_Tanah,1992.0,2974.15,93.0,28.4,1010.46,60.1
KALIMANTAN BARAT,2004,Kedelai,1231.0,2974.15,93.0,28.4,1010.46,60.1
KALIMANTAN BARAT,2004,Padi,1060652.0,2974.15,93.0,28.4,1010.46,60.1
KALIMANTAN BARAT,2004,Ubi_Jalar,13556.0,2974.15,93.0,28.4,1010.46,60.1
KALIMANTAN BARAT,2004,Ubi_Kayu,207832.0,2974.15,93.0,28.4,1010.46,60.1
KALIMANTAN BARAT,2005,Jagung,127458.0,2787.7,93.0,26.5,1010.2,60.1
KALIMANTAN BARAT,2005,Kacang_Hijau,966.0,2787.7,93.0,26.5,1010.2,60.1
KALIMANTAN BARAT,2005,Kacang_Tanah,2746.0,2787.7,93.0,26.5,1010.2,60.1
KALIMANTAN BARAT,2005,Kedelai,1349.0,2787.7,93.0,26.5,1010.2,60.1
KALIMANTAN BARAT,2005,Padi,1023684.0,2787.7,93.0,26.5,1010.2,60.1
KALIMANTAN BARAT,2005,Ubi_Jalar,12364.0,2787.7,93.0,26.5,1010.2,60.1
KALIMANTAN BARAT,2005,Ubi_Kayu,243251.0,2787.7,93.0,26.5,1010.2,60.1
KALIMANTAN BARAT,2006,Jagung,136777.0,1528.2,93.0,26.9,1009.2,60.1
KALIMANTAN BARAT,2006,Kacang_Hijau,1290.0,1528.2,93.0,26.9,1009.2,60.1
KALIMANTAN BARAT,2006,Kacang_Tanah,2397.0,1528.2,93.0,26.9,1009.2,60.1
KALIMANTAN BARAT,2006,Kedelai,1728.0,1528.2,93.0,26.9,1009.2,60.1
KALIMANTAN BARAT,2006,Padi,1107661.0,1528.2,93.0,26.9,1009.2,60.1
KALIMANTAN BARAT,2006,Ubi_Jalar,14356.0,1528.2,93.0,26.9,1009.2,60.1
KALIMANTAN BARAT,2006,Ubi_Kayu,250173.0,1528.2,93.0,26.9,1009.2,60.1
KALIMANTAN BARAT,2007,Jagung,154118.0,3666.0,232.0,26.7,1009.0,57.5
KALIMANTAN BARAT,2007,Kacang_Hijau,979.0,3666.0,232.0,26.7,1009.0,57.5
KALIMANTAN BARAT,2007,Kacang_Tanah,1902.0,3666.0,232.0,26.7,1009.0,57.5
KALIMANTAN BARAT,2007,Kedelai,802.0,3666.0,232.0,26.7,1009.0,57.5
KALIMANTAN BARAT,2007,Padi,1225259.0,3666.0,232.0,26.7,1009.0,57.5
KALIMANTAN BARAT,2007,Ubi_Jalar,13882.0,3666.0,232.0,26.7,1009.0,57.5
KALIMANTAN BARAT,2007,Ubi_Kayu,221630.0,3666.0,232.0,26.7,1009.0,57.5
KALIMANTAN BARAT,2008,Jagung,181407.0,3131.8,215.0,26.4,1008.9,56.5
KALIMANTAN BARAT,2008,Kacang_Hijau,463.0,3131.8,215.0,26.4,1008.9,56.5
KALIMANTAN BARAT,2008,Kacang_Tanah,2012.0,3131.8,215.0,26.4,1008.9,56.5
KALIMANTAN BARAT,2008,Kedelai,1562.0,3131.8,215.0,26.4,1008.9,56.5
KALIMANTAN BARAT,2008,Padi,1321443.0,3131.8,215.0,26.4,1008.9,56.5
KALIMANTAN BARAT,2008,Ubi_Jalar,12871.0,3131.8,215.0,26.4,1008.9,56.5
KALIMANTAN BARAT,2008,Ubi_Kayu,193804.0,3131.8,215.0,26.4,1008.9,56.5
KALIMANTAN BARAT,2009,Jagung,166833.0,2989.0,190.0,27.1,1009.1,60.1
KALIMANTAN BARAT,2009,Kacang_Hijau,1309.0,2989.0,190.0,27.1,1009.1,60.1
KALIMANTAN BARAT,2009,Kacang_Tanah,2107.0,2989.0,190.0,27.1,1009.1,60.1
KALIMANTAN BARAT,2009,Kedelai,2046.0,2989.0,190.0,27.1,1009.1,60.1
KALIMANTAN BARAT,2009,Padi,1300798.0,2989.0,190.0,27.1,1009.1,60.1
KALIMANTAN BARAT,2009,Ubi_Jalar,11735.0,2989.0,190.0,27.1,1009.1,60.1
KALIMANTAN BARAT,2009,Ubi_Kayu,166584.0,2989.0,190.0,27.1,1009.1,60.1
KALIMANTAN BARAT,2010,Jagung,168273.0,3518.0,257.0,27.1,1009.5,58.3
KALIMANTAN BARAT,2010,Kacang_Hijau,1310.0,3518.0,257.0,27.1,1009.5,58.3
KALIMANTAN BARAT,2010,Kacang_Tanah,2125.0,3518.0,257.0,27.1,1009.5,58.3
KALIMANTAN BARAT,2010,Kedelai,3477.0,3518.0,257.0,27.1,1009.5,58.3
KALIMANTAN BARAT,2010,Padi,1343888.0,3518.0,257.0,27.1,1009.5,58.3
KALIMANTAN BARAT,2010,Ubi_Jalar,14959.0,3518.0,257.0,27.1,1009.5,58.3
KALIMANTAN BARAT,2010,Ubi_Kayu,177807.0,3518.0,257.0,27.1,1009.5,58.3
KALIMANTAN BARAT,2011,Jagung,160819.0,3129.0,196.0,26.6,1008.9,68.7
KALIMANTAN BARAT,2011,Kacang_Hijau,1687.0,3129.0,196.0,26.6,1008.9,68.7
